scraping_date,book_title,category,price,rating,instock,availability,UPC,link
2022-12-20,The Shack,Fiction,Â£28.03,1,In stock,9,903a9f8090104c2c,https://books.toscrape.com/catalogue/the-shack_576/index.html
2022-12-20,The High Mountains of Portugal,Fiction,Â£51.15,1,In stock,8,4f283dfcbeccc0d4,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
2022-12-20,Miller's Valley,Fiction,Â£58.54,2,In stock,8,bff270fe9c86a5a9,https://books.toscrape.com/catalogue/millers-valley_534/index.html
2022-12-20,Hystopia: A Novel,Fiction,Â£21.96,4,In stock,8,0bfdef63285d3019,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
2022-12-20,The Bourne Identity (Jason Bourne #1),Fiction,Â£42.78,4,In stock,7,d250657f0ebc5d73,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
2022-12-20,Sister Dear,Fiction,Â£40.20,4,In stock,7,7ffebdd1d5148aef,https://books.toscrape.com/catalogue/sister-dear_485/index.html
2022-12-20,Memoirs of a Geisha,Fiction,Â£49.67,3,In stock,7,dac4b5847454fd9b,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
2022-12-20,Me Before You (Me Before You #1),Fiction,Â£19.02,1,In stock,6,7a2b51f69e81c722,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
2022-12-20,Deception Point,Fiction,Â£40.32,4,In stock,6,4e3b183180e2a992,https://books.toscrape.com/catalogue/deception-point_426/index.html
2022-12-20,The Little Paris Bookshop,Fiction,Â£24.73,3,In stock,5,dfd9ff1f343cdaff,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
2022-12-20,The Firm,Fiction,Â£45.56,3,In stock,5,ad84f18659e6bfe2,https://books.toscrape.com/catalogue/the-firm_404/index.html
2022-12-20,The Expatriates,Fiction,Â£44.58,2,In stock,5,fe7210553d56c097,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
2022-12-20,Siddhartha,Fiction,Â£34.22,5,In stock,5,84bb29c53592ac40,https://books.toscrape.com/catalogue/siddhartha_393/index.html
2022-12-20,Last One Home (New Beginnings #1),Fiction,Â£59.98,3,In stock,5,07e6810fd3236bda,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
2022-12-20,Digital Fortress,Fiction,Â£58.00,5,In stock,5,94bb629a3f6dd00b,https://books.toscrape.com/catalogue/digital-fortress_369/index.html
2022-12-20,Atlas Shrugged,Fiction,Â£26.58,5,In stock,4,78a4ac98191ac675,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
2022-12-20,Three-Martini Lunch,Fiction,Â£23.21,3,In stock,3,57f755143ee96fd4,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html
2022-12-20,The Nightingale,Fiction,Â£26.26,4,In stock,3,29d6d87f3418638b,https://books.toscrape.com/catalogue/the-nightingale_267/index.html
2022-12-20,The Infinities,Fiction,Â£27.41,1,In stock,3,554e9e2d532b3a87,https://books.toscrape.com/catalogue/the-infinities_257/index.html
2022-12-20,The Husband's Secret,Fiction,Â£52.51,5,In stock,3,ff6bb30dd0c482a6,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html
2022-12-20,The Da Vinci Code (Robert Langdon #2),Fiction,Â£22.96,2,In stock,3,dabf11918b48b40c,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html
2022-12-20,The Art of Fielding,Fiction,Â£22.10,1,In stock,3,2858ac90c4758e1f,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html
2022-12-20,Lila (Gilead #3),Fiction,Â£12.47,3,In stock,3,4ef75307fb64e2ad,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
2022-12-20,Jurassic Park (Jurassic Park #1),Fiction,Â£44.97,1,In stock,3,a0dd11f6abc421ec,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
2022-12-20,Inferno (Robert Langdon #4),Fiction,Â£41.00,5,In stock,3,6c4646d90b60a56c,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
2022-12-20,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,Â£49.13,5,In stock,3,c9782ad2a0ed9331,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
2022-12-20,Big Little Lies,Fiction,Â£22.11,1,In stock,3,d3f9c4539c0caa64,https://books.toscrape.com/catalogue/big-little-lies_129/index.html
2022-12-20,The Course of Love,Fiction,Â£16.78,3,In stock,2,f3c76b53b239f511,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
2022-12-20,When I'm Gone,Fiction,Â£51.96,3,In stock,1,c5f91eb481427dc5,https://books.toscrape.com/catalogue/when-im-gone_95/index.html
2022-12-20,The Silent Wife,Fiction,Â£12.34,5,In stock,1,b78deb463531d078,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html
2022-12-20,The Bette Davis Club,Fiction,Â£30.66,3,In stock,1,dfb0849016bc122c,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html
2022-12-20,Kitchens of the Great Midwest,Fiction,Â£57.20,5,In stock,1,06f6a57a6d532844,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html
2022-12-20,Bright Lines,Fiction,Â£39.07,5,In stock,1,230ac636ea0ea415,https://books.toscrape.com/catalogue/bright-lines_11/index.html
2022-12-20,Birdsong: A Story in Pictures,Childrens,Â£54.64,3,In stock,19,9528d0948525bf5f,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html
2022-12-20,The Bear and the Piano,Childrens,Â£36.89,1,In stock,18,9f6568e9c95f60b0,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html
2022-12-20,The Secret of Dreadwillow Carse,Childrens,Â£56.13,1,In stock,16,b5ea0b5dabed25a8,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html
2022-12-20,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,Childrens,Â£58.08,4,In stock,15,37c0cb19713d8dda,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
2022-12-20,Little Red,Childrens,Â£13.47,3,In stock,15,4aa03792b50f0b22,https://books.toscrape.com/catalogue/little-red_817/index.html
2022-12-20,Walt Disney's Alice in Wonderland,Childrens,Â£12.96,5,In stock,14,6a31307a81e8f3a8,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
2022-12-20,Twenty Yawns,Childrens,Â£22.08,2,In stock,14,1d6443ffba9dfd80,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
2022-12-20,Rain Fish,Childrens,Â£23.57,3,In stock,14,a6454e329f872b78,https://books.toscrape.com/catalogue/rain-fish_728/index.html
2022-12-20,Once Was a Time,Childrens,Â£18.28,2,In stock,14,e34efcc824685332,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
2022-12-20,Luis Paints the World,Childrens,Â£53.95,3,In stock,14,5b43cae640f2338a,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
2022-12-20,Nap-a-Roo,Childrens,Â£25.08,1,In stock,9,913e7109cec0cb4c,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
2022-12-20,The Whale,Childrens,Â£35.96,4,In stock,7,0ff9d10864db8364,https://books.toscrape.com/catalogue/the-whale_501/index.html
2022-12-20,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,Â£52.87,3,In stock,7,9639e89d20228e6e,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
2022-12-20,Raymie Nightingale,Childrens,Â£34.41,2,In stock,7,31c56c4d0fe19340,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
2022-12-20,Playing from the Heart,Childrens,Â£32.38,1,In stock,7,68008abf6409dfde,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
2022-12-20,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,Â£22.54,1,In stock,5,81c68492ccd72941,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
2022-12-20,The Wild Robot,Childrens,Â£56.07,3,In stock,3,75fed6a47f69859d,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html
2022-12-20,The Thing About Jellyfish,Childrens,Â£48.77,1,In stock,3,3d15714d4d3d15dd,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html
2022-12-20,The Lonely Ones,Childrens,Â£43.59,5,In stock,3,cf2f27fdf94ba20e,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html
2022-12-20,The Day the Crayons Came Home (Crayons),Childrens,Â£26.33,5,In stock,3,b22362b434e8ee62,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html
2022-12-20,The Cat in the Hat (Beginner Books B-1),Childrens,Â£16.26,2,In stock,3,b7f475238ed50429,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html
2022-12-20,Red: The True Story of Red Riding Hood,Childrens,Â£28.54,3,In stock,3,4c8ece50736f9e88,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html
2022-12-20,Horrible Bear!,Childrens,Â£37.52,2,In stock,3,cc1ac978a6835ef6,https://books.toscrape.com/catalogue/horrible-bear_168/index.html
2022-12-20,Green Eggs and Ham (Beginner Books B-16),Childrens,Â£10.79,4,In stock,3,621e2c310cec8d32,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html
2022-12-20,Counting Thyme,Childrens,Â£10.62,1,In stock,3,157f693d9e600ccc,https://books.toscrape.com/catalogue/counting-thyme_142/index.html
2022-12-20,Are We There Yet?,Childrens,Â£10.66,3,In stock,3,ef9c4f2465513956,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html
2022-12-20,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,Â£52.88,4,In stock,2,d7b463918d3b8c39,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html
2022-12-20,Matilda,Childrens,Â£28.34,1,In stock,1,1053fb7ee17a1f33,https://books.toscrape.com/catalogue/matilda_32/index.html
2022-12-20,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,Â£22.85,3,In stock,1,1774749f2cee292f,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
2022-12-20,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,Â£37.97,2,In stock,16,fce19f9b4a943f22,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
2022-12-20,You Are What You Love: The Spiritual Power of Habit,Religion,Â£21.87,4,In stock,15,796c87ddbbaaf8c5,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
2022-12-20,God: The Most Unpleasant Character in All Fiction,Religion,Â£30.03,5,In stock,14,eec424a84c9e4c68,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
2022-12-20,The Book of Mormon,Religion,Â£24.57,3,In stock,9,3f25a2fedae191cc,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
2022-12-20,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,Â£27.62,1,In stock,4,d12ca4020c2f602e,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html
2022-12-20,The Bhagavad Gita,Religion,Â£57.49,3,In stock,1,f3a0b8c835129558,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html
2022-12-20,Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,Â£28.42,4,In stock,1,a812f6969ddf3e39,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
2022-12-20,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Nonfiction,Â£40.30,5,In stock,18,4c28def39d850cdf,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html
2022-12-20,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,Â£31.05,3,In stock,18,3c039985229453bf,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html
2022-12-20,Reasons to Stay Alive,Nonfiction,Â£26.41,2,In stock,17,c8f7f0cb1abb9cac,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html
2022-12-20,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,Â£23.11,5,In stock,17,c27f6e1f185b0383,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html
2022-12-20,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,Â£44.18,4,In stock,16,d170b5a0da46380e,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html
2022-12-20,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,Â£31.12,3,In stock,16,7858914fad68493c,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
2022-12-20,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,Â£16.77,3,In stock,16,0da9aa9d24677fc0,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html
2022-12-20,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,Â£37.13,1,In stock,16,acd86a5426e21ca0,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html
2022-12-20,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,Â£56.06,1,In stock,16,a30b270e25489e5c,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html
2022-12-20,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,Â£41.83,4,In stock,16,87b0615b6e1f4d7b,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
2022-12-20,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,Â£19.83,2,In stock,16,d7310206583a54b6,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
2022-12-20,In the Country We Love: My Family Divided,Nonfiction,Â£22.00,4,In stock,16,b136b1b180ca753a,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
2022-12-20,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,Â£54.35,2,In stock,16,311c0dd0e354a33e,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
2022-12-20,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,Â£29.14,5,In stock,16,bee3672891cca906,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
2022-12-20,Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,Â£30.81,1,In stock,16,38d45839cb1c83c1,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
2022-12-20,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,Â£43.54,2,In stock,15,8ec14b1576cb7cb5,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
2022-12-20,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,Â£38.21,2,In stock,15,209adad1015af86f,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
2022-12-20,The Genius of Birds,Nonfiction,Â£17.24,1,In stock,15,42d0d7c92b75fc1c,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
2022-12-20,The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,Â£38.49,5,In stock,15,dd047728de72ad62,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
2022-12-20,So You've Been Publicly Shamed,Nonfiction,Â£12.23,2,In stock,15,1b33663ad7b95fd8,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
2022-12-20,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,Â£19.43,3,In stock,15,3b9a3b4624b7fd6d,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
2022-12-20,Big Magic: Creative Living Beyond Fear,Nonfiction,Â£30.80,3,In stock,15,1f329c2e7d7de8bd,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
2022-12-20,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,Â£27.43,2,In stock,15,919e7cb2269a25d2,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
2022-12-20,Agnostic: A Spirited Manifesto,Nonfiction,Â£12.51,5,In stock,15,d195e7f4ed697350,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
2022-12-20,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,Â£38.20,4,In stock,14,44a10f1ac8ce822e,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
2022-12-20,What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,Â£19.60,2,In stock,14,6fd646a334e6e133,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
2022-12-20,The Year of Magical Thinking,Nonfiction,Â£43.04,2,In stock,14,34c0d7c4ee5650af,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
2022-12-20,The Literature Book (Big Ideas Simply Explained),Nonfiction,Â£17.43,3,In stock,14,4881cc53f6c8892f,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
2022-12-20,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,Nonfiction,Â£15.77,1,In stock,14,923831a05c9f91f7,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
2022-12-20,Swell: A Year of Waves,Nonfiction,Â£45.58,1,In stock,14,4c8b7540409da4ac,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
2022-12-20,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,Â£21.95,2,In stock,14,132ec5e8c984adef,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
2022-12-20,Looking for Lovely: Collecting the Moments that Matter,Nonfiction,Â£29.14,5,In stock,14,24af96df0bafb925,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
2022-12-20,Let It Out: A Journey Through Journaling,Nonfiction,Â£26.79,5,In stock,14,1174156c4a0eccaa,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
2022-12-20,Hamilton: The Revolution,Nonfiction,Â£58.79,3,In stock,14,afa829857f82f99e,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
2022-12-20,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,Â£15.06,4,In stock,14,ac4dde0d1be05de0,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
2022-12-20,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,Â£51.75,5,In stock,14,a01f6d368ef64dc5,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
2022-12-20,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,Â£37.80,4,In stock,14,16ef91b9d827859c,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
2022-12-20,Brain on Fire: My Month of Madness,Nonfiction,Â£49.32,5,In stock,14,a80f66b254fe9eb3,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
2022-12-20,Abstract City,Nonfiction,Â£56.37,5,In stock,14,cf1aa2fc02a7d1e0,https://books.toscrape.com/catalogue/abstract-city_658/index.html
2022-12-20,13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,Â£27.06,1,In stock,13,4be9d1910f8a4e80,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
2022-12-20,The Lonely City: Adventures in the Art of Being Alone,Nonfiction,Â£33.26,2,In stock,12,582a21a1dbbef3cf,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
2022-12-20,The Diary of a Young Girl,Nonfiction,Â£59.90,3,In stock,12,54fc03f1e1d355db,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
2022-12-20,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,Â£21.21,3,In stock,12,f40fea200e0c644f,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
2022-12-20,Furiously Happy: A Funny Book About Horrible Things,Nonfiction,Â£41.46,4,In stock,12,c6a29d6df8de968c,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
2022-12-20,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,Â£11.68,4,In stock,11,985991708c47003e,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
2022-12-20,"Mother, Can You Not?",Nonfiction,Â£16.89,5,In stock,11,28b2df9fadc9f07e,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
2022-12-20,A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,Â£19.53,3,In stock,11,2b69dec0193511d9,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
2022-12-20,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,Â£24.57,2,In stock,10,34669b2e9d407d3a,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
2022-12-20,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,Â£35.92,2,In stock,9,7186241e043de5dc,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
2022-12-20,"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,Â£34.06,3,In stock,8,e77033ce559947f7,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
2022-12-20,Why Not Me?,Nonfiction,Â£17.76,1,In stock,8,04f6c929888f4f11,https://books.toscrape.com/catalogue/why-not-me_554/index.html
2022-12-20,When Breath Becomes Air,Nonfiction,Â£39.36,2,In stock,8,b69c852e7e3956af,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
2022-12-20,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,Â£28.45,4,In stock,8,5a0d2e9284004266,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
2022-12-20,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,Â£38.89,5,In stock,8,a2475a245c9907c4,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
2022-12-20,Rising Strong,Nonfiction,Â£21.82,3,In stock,8,52fc458ffc756faf,https://books.toscrape.com/catalogue/rising-strong_539/index.html
2022-12-20,Man's Search for Meaning,Nonfiction,Â£29.48,3,In stock,8,4729afff3bea0f0a,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
2022-12-20,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,Â£25.06,2,In stock,8,4d3a4c7b442a9a4e,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
2022-12-20,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,Â£12.55,3,In stock,8,044534b0b28b4e87,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
2022-12-20,I Will Find You,Nonfiction,Â£44.21,1,In stock,8,bbf1ea50be8008ab,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
2022-12-20,Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,Â£19.22,2,In stock,8,77e9ea355bd8ae57,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
2022-12-20,Between the World and Me,Nonfiction,Â£56.91,4,In stock,8,04e3de7ac35ec5cd,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
2022-12-20,Being Mortal: Medicine and What Matters in the End,Nonfiction,Â£55.06,4,In stock,8,15ebd83e53d0391b,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
2022-12-20,"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,Â£13.20,3,In stock,8,fef91502cbacf23a,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
2022-12-20,For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,Â£45.13,3,In stock,7,2e40333991f56f45,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
2022-12-20,Finding God in the Ruins: How God Redeems Pain,Nonfiction,Â£46.64,2,In stock,7,4e78f06160b717ac,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
2022-12-20,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,Â£59.45,4,In stock,6,60376aa71be66083,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
2022-12-20,In Cold Blood,Nonfiction,Â£49.98,4,In stock,6,fe0f34ebed689381,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
2022-12-20,"Girl, Interrupted",Nonfiction,Â£42.14,3,In stock,6,384c7d41d5ffe9d1,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
2022-12-20,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,Â£48.67,2,In stock,5,759ee7d059b1beb8,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
